AAPL,MSFT,2222.SR,GOOG,AMZN,FB,TSLA,BRK-A,TSM,0700.HK,KAMBI.ST,SAS.ST,RDSA.AS,VOW.DE,SNAP,AMD,INTC,FLEXQ.ST,HM-B.ST,VOLV-B.ST,SWED-A.ST,NDA-SE.ST,NVDA,ORCL,9988.HK,BABA,WISH,ETSY,FVRR,SQ
1,1,1,1,1,1,1,1,1,1
